GrPetYear,pe,shr,rvn,opInm,eps,tAssts,tEqu,bvps,ROtA,5meanROtA,cur,old
000638.SZ,433.91,3.46,5.25,0.0,0.0,-7.95,-1.97,-1.91,1.59,-13.85,CNY,2013
000639.SZ,-6.36,4.37,10.72,0.0,0.0,19.38,12.43,11.91,-17.76,2.92,CNY,2013
000640.KS,21.59,1.24,6.6,1.32,-9.51,6.43,8.49,8.39,0.49,-6.55,KRW,2013
000650.KS,-21.08,0.0,-4.51,0.0,0.0,-1.05,-5.57,-5.57,-11.14,-2.29,KRW,2013
000650.SZ,14.51,1.61,12.4,14.4,11.02,14.1,13.57,13.36,8.9,12.86,CNY,2013
000651.SZ,8.45,-0.94,5.24,11.06,10.49,11.46,12.11,12.23,7.17,9.56,CNY,2013
000652.SZ,37.27,0.01,10.05,5.58,4.15,7.81,11.21,11.21,0.52,0.79,CNY,2013
000655.SZ,22.23,0.02,-1.94,-13.89,-2.82,-0.21,0.2,0.2,6.19,5.0,CNY,2013
000656.SZ,-0.28,4.68,14.62,0.0,0.0,19.04,5.26,5.02,-7.92,0.83,CNY,2013
000657.SZ,21.36,4.2,1.7,7.01,9.85,2.18,4.96,4.76,4.78,2.86,CNY,2013
000659.SZ,-17.46,-0.05,-8.14,0.0,-17.64,-8.08,-10.37,-10.37,-9.33,-1.04,CNY,2013
000660.KS,-33.66,-0.36,13.6,8.09,-2.43,19.57,19.15,19.22,2.22,17.59,KRW,2013
000661.SZ,15.04,3.4,22.39,28.33,30.44,28.09,35.24,34.08,17.45,13.65,CNY,2013
000663.SZ,12.43,4.87,5.71,83.93,35.7,-2.01,11.82,11.27,24.52,-28.21,CNY,2013
000665.SZ,-11.62,7.85,7.3,0.0,0.0,15.1,10.96,10.16,-5.2,-0.36,CNY,2013
000666.SZ,6.81,-0.01,7.86,0.0,7.27,8.48,7.61,7.61,2.93,2.71,CNY,2013
000667.SZ,-0.85,-0.52,4.82,0.0,0.0,2.65,-6.49,-6.52,-10.51,-1.95,CNY,2013
000668.SZ,-36.1,-2.11,20.6,7.17,0.0,4.84,6.87,7.01,-1.48,0.7,CNY,2013
000669.SZ,-6.88,1.81,-3.14,-39.86,0.0,-7.35,-15.24,-14.97,-6.11,-13.88,CNY,2013
000670.KS,2.86,0.0,3.42,7.79,6.12,4.53,5.94,5.94,6.26,2.18,KRW,2013
000671.SZ,-0.14,5.11,20.51,0.0,0.0,27.9,5.32,5.06,-4.23,0.34,CNY,2013
000672.SZ,11.28,2.84,12.14,13.31,12.25,19.32,21.49,20.89,6.69,21.54,CNY,2013
000673.SZ,-1.06,7.28,30.3,31.07,0.0,37.25,10.24,9.55,0.0,-60.42,CNY,2012
000676.SZ,-23.07,13.48,22.46,31.69,0.0,21.9,36.93,32.54,-10.08,3.26,CNY,2013
000677.SZ,25.5,-0.5,-9.19,0.0,0.0,-10.99,-2.51,-2.52,9.41,3.05,CNY,2013
000678.SZ,-28.96,0.22,2.33,23.04,0.0,1.21,-2.19,-2.19,-5.95,-2.65,CNY,2013
000679.SZ,-83.22,0.0,-29.85,0.0,0.0,-22.37,-14.36,-14.35,-7.14,-9.32,CNY,2013
000680.KS,33.53,-0.23,-8.03,0.0,-20.53,-1.07,-3.49,-3.5,-0.18,0.42,KRW,2013
000680.SZ,19.18,2.79,-0.15,0.0,0.0,-0.97,1.59,1.55,5.79,1.52,CNY,2013
000681.SZ,105.1,13.56,23.35,31.14,-2.13,38.44,39.44,34.73,3.98,8.8,CNY,2013
000682.SZ,27.9,3.46,14.1,25.04,27.41,15.19,12.54,12.12,4.65,3.75,CNY,2013
000683.SZ,10.16,4.65,13.92,40.39,22.22,10.91,20.19,19.3,9.16,6.68,CNY,2013
000685.SZ,9.41,0.5,17.2,29.47,5.97,13.42,10.2,10.15,4.93,5.04,CNY,2013
000686.SZ,19.42,1.34,12.45,-100.0,-9.03,16.52,10.35,10.22,0.29,0.86,CNY,2013
000687.SZ,-0.3,0.72,-29.99,26.72,0.0,-19.07,0.0,0.0,0.0,-49.06,CNY,2012
000688.SZ,125.58,-0.12,9.75,-6.31,-4.12,23.7,12.72,12.74,3.83,11.84,CNY,2013
000690.SZ,74.03,3.16,5.83,-9.07,-20.63,8.28,10.53,10.2,0.94,3.3,CNY,2013
000691.SZ,57.03,-0.01,36.93,82.45,0.0,10.76,15.51,15.51,3.25,4.76,CNY,2013
000692.SZ,-0.91,0.25,2.79,0.0,0.0,4.54,0.0,0.0,-36.47,-6.2,CNY,2013
000695.SZ,-15.16,-4.17,-6.06,0.0,0.0,-3.67,-4.86,-5.07,-23.67,-0.65,CNY,2013
000697.SZ,-5.24,3.77,20.76,0.0,0.0,16.13,0.0,0.0,-39.36,-15.39,CNY,2013
000698.SZ,-1.94,3.24,-6.16,39.14,0.0,-0.33,-4.75,-4.6,-29.24,-2.52,CNY,2013
0006.HK,15.48,-0.0,-20.72,-7.75,-7.28,-1.19,2.52,2.52,5.98,7.68,HKD,2013
000700.KS,3.68,-0.52,-27.72,0.0,0.0,-28.56,3.2,3.21,8.54,5.8,KRW,2013
000700.SZ,11.36,4.58,11.4,7.01,4.9,10.21,8.86,8.47,5.43,0.52,CNY,2013
000701.SZ,21.58,-100.0,15.52,3.54,0.0,7.35,10.53,10.53,1.4,-0.98,CNY,2013
000702.SZ,-10.96,-0.0,-5.99,0.0,21.79,1.0,-6.96,-6.96,-20.21,-0.43,CNY,2013
000703.SZ,-13.02,5.59,19.43,30.61,0.0,18.77,18.61,17.62,-0.85,2.98,CNY,2013
000705.SZ,33.34,0.26,8.33,3.61,1.85,7.09,5.69,5.67,2.5,3.77,CNY,2013
000707.SZ,4.33,-0.0,1.78,0.0,0.0,-12.37,0.34,0.34,36.52,6.05,CNY,2013
000708.SZ,12.19,23.62,33.23,45.7,20.45,39.62,31.25,25.28,8.22,7.43,CNY,2013
000709.SZ,21.71,0.18,2.97,9.36,31.57,4.74,2.88,2.87,0.57,1.4,CNY,2013
000710.SZ,-15.2,8.33,20.15,20.28,39.42,25.65,39.45,36.41,-8.11,8.57,CNY,2013
000711.SZ,-1.52,11.45,13.35,0.0,40.38,24.2,0.0,0.0,-22.14,-7.48,CNY,2013
000712.SZ,-67.17,-0.06,0.0,7.88,0.0,9.12,2.83,2.83,-2.05,-0.53,CNY,2013
000713.SZ,94.42,1.35,6.58,9.62,-0.75,4.32,4.54,4.48,2.49,3.08,CNY,2013
000715.SZ,32.55,-0.28,-16.41,-3.01,-2.14,0.98,3.51,3.52,3.85,4.96,CNY,2013
000716.SZ,-37.02,6.12,9.75,9.8,0.0,13.83,12.85,12.11,-3.57,0.24,CNY,2013
000717.SZ,-4.58,2.06,8.3,0.0,0.0,-0.8,8.67,8.5,-6.55,14.65,CNY,2013
000718.SZ,22.61,1.56,-11.5,-2.89,-4.67,-3.24,9.13,8.99,2.42,5.34,CNY,2013
000719.SZ,10.52,6.69,14.33,17.08,8.13,20.57,19.27,18.07,7.04,7.11,CNY,2013
000720.KS,11.27,0.0,4.79,-0.24,-2.29,3.97,5.17,5.17,2.03,2.81,KRW,2013
000720.SZ,-49.76,4.25,3.58,0.0,0.0,0.09,14.09,13.51,-2.44,13.61,CNY,2013
000721.SZ,-38.11,2.64,-2.09,0.0,0.0,5.2,-2.92,-2.84,-16.12,-2.83,CNY,2013
000722.SZ,143.44,-0.1,6.18,-0.5,-8.69,1.76,3.74,3.75,2.08,3.09,CNY,2013
000723.SZ,17.91,26.82,39.08,53.61,24.53,51.1,46.93,37.0,6.82,9.0,CNY,2013
000725.KS,18.68,-0.0,4.79,-0.24,-14.56,3.97,5.17,5.17,2.03,2.27,KRW,2013
000725.SZ,-55.07,12.72,20.31,13.11,0.0,18.32,19.09,16.93,-0.42,1.35,CNY,2013
000726.SZ,6.59,0.61,0.77,-1.11,0.63,5.27,4.65,4.62,7.43,6.79,CNY,2013
000727.SZ,-129.74,22.72,61.68,0.0,14.81,49.78,25.27,20.59,0.68,-6.0,CNY,2013
000728.SZ,12.11,3.08,10.88,-100.0,7.92,17.5,8.73,8.46,1.34,1.08,CNY,2013
000729.SZ,68.62,0.52,-0.45,-2.71,-3.13,1.01,1.5,1.49,2.78,1.35,CNY,2013
000731.SZ,7.82,-0.11,-1.77,21.32,15.12,0.78,3.46,3.47,12.47,6.54,CNY,2013
000732.SZ,-0.19,2.27,4.11,0.0,0.0,22.06,-1.48,-1.44,-2.63,-0.02,CNY,2013
000733.SZ,20.08,4.28,10.44,37.68,36.48,15.27,17.83,17.1,17.78,5.74,CNY,2013
000735.SZ,37.33,2.95,5.92,11.02,10.33,12.8,10.89,10.58,0.73,3.75,CNY,2013
000736.SZ,10.76,1.44,52.65,48.4,35.06,45.68,8.23,8.11,0.74,1.66,CNY,2013
000737.SZ,18.34,13.91,16.29,43.23,0.0,11.27,32.56,28.58,7.38,14.01,CNY,2013
000738.SZ,44.48,3.05,7.34,12.67,11.13,9.82,10.9,10.57,4.84,3.95,CNY,2013
000739.SZ,19.22,1.3,11.69,16.91,20.28,11.09,13.29,13.12,8.51,8.14,CNY,2013
000750.SZ,39.78,4.39,7.93,-100.0,-2.06,19.75,13.02,12.47,0.51,0.4,CNY,2013
000751.SZ,58.51,-0.63,18.06,6.63,-36.46,9.34,5.51,5.55,0.9,2.29,CNY,2013
000752.SZ,-12.76,0.01,-5.25,-14.29,0.0,-5.0,0.0,0.0,-9.01,-25.44,CNY,2013
000753.SZ,61.86,3.83,-0.78,13.35,-7.81,11.25,13.81,13.3,0.91,1.89,CNY,2013
000755.SZ,15.31,13.52,-12.9,0.0,0.0,7.35,12.59,11.09,54.09,13.66,CNY,2013
000756.SZ,31.24,1.36,10.05,28.94,29.26,8.86,9.93,9.8,5.28,4.72,CNY,2013
000757.SZ,-36.99,6.68,25.75,0.0,0.0,20.17,34.45,32.29,-2.46,4.56,CNY,2013
000758.SZ,25.68,0.38,-9.37,8.1,17.95,1.85,-2.58,-2.57,2.27,0.23,CNY,2013
000759.SZ,-9.53,-0.51,-3.29,0.0,0.0,3.97,-0.64,-0.65,-2.57,3.22,CNY,2013
000760.KS,-48.65,0.0,-2.17,0.0,-30.7,-0.37,4.14,4.14,-0.1,1.07,KRW,2013
000761.SZ,-11.77,3.07,5.01,0.0,0.0,0.27,2.3,2.23,-2.75,1.38,CNY,2013
000762.SZ,12.94,0.99,13.29,65.97,59.4,12.56,6.17,6.11,30.72,-0.79,CNY,2013
000766.SZ,167.93,10.5,29.09,0.0,12.98,17.39,15.99,14.47,0.7,0.24,CNY,2013
000767.SZ,-4.68,2.85,9.21,-1.72,0.0,8.4,9.77,9.5,-1.31,0.26,CNY,2013
000768.SZ,120.24,0.28,9.04,1.88,4.31,11.0,3.76,3.75,0.65,1.14,CNY,2013
000776.SZ,13.49,3.19,13.38,-100.0,8.74,20.26,14.82,14.36,1.29,1.41,CNY,2013
000777.SZ,32.15,-0.04,5.31,16.65,11.59,5.73,6.46,6.46,5.78,4.81,CNY,2013
000778.SZ,11.41,3.46,-3.03,12.89,2.02,1.0,5.0,4.83,3.15,3.9,CNY,2013
000779.SZ,17.79,8.28,30.53,0.0,0.0,31.11,28.54,26.36,5.35,6.67,CNY,2013
000780.SZ,-14.6,0.0,-8.11,0.0,0.0,-2.73,-4.26,-4.26,0.0,-6.65,CNY,2011
000782.SZ,-32.18,4.37,-2.62,-35.47,0.0,2.07,3.56,3.41,-1.78,0.97,CNY,2013
000783.SZ,14.16,1.74,8.53,-100.0,2.83,19.67,10.34,10.16,0.95,0.71,CNY,2013
000785.SZ,15.73,43.86,13.03,45.56,4.38,37.64,42.43,29.49,3.13,3.52,CNY,2013
000786.SZ,13.28,4.36,11.49,9.17,10.03,11.67,19.4,18.59,12.18,13.45,CNY,2013
000788.SZ,66.81,-0.07,-1.2,-2.46,-3.55,-5.11,2.13,2.13,2.24,2.06,CNY,2013
000789.SZ,14.7,0.27,6.92,1.47,3.2,9.81,14.21,14.17,3.56,13.17,CNY,2013
000790.SZ,111.14,-0.51,3.2,-0.27,-1.64,5.77,6.17,6.2,2.71,3.43,CNY,2013
000791.SZ,29.47,3.35,2.77,0.44,-4.22,5.77,9.95,9.62,1.4,2.29,CNY,2013
000792.SZ,6.57,1.48,15.99,30.0,32.92,-2.72,4.88,4.8,37.99,-18.07,CNY,2013
000793.SZ,-5.18,4.36,-16.26,0.0,0.0,-3.03,-8.14,-7.8,-16.36,-30.86,CNY,2013
000795.SZ,37.76,8.19,20.42,0.0,0.0,13.92,32.56,30.09,5.36,3.85,CNY,2013
000796.SZ,-3.52,13.87,-7.53,0.0,0.0,7.57,0.0,0.0,-42.77,-6.05,CNY,2013
000797.SZ,149.96,2.07,13.26,8.27,1.88,13.89,16.04,15.71,0.65,1.69,CNY,2013
000798.SZ,474.42,-0.0,8.1,0.0,-20.2,4.16,1.05,1.05,0.54,1.3,CNY,2013
000799.SZ,36.91,0.0,21.84,0.0,0.0,11.57,9.97,9.97,18.65,10.39,CNY,2013
0007.HK,0.0,-100.0,-1.06,0.0,-100.0,32.21,34.33,34.33,4.47,4.34,HKD,2013
000800.SZ,-1781.86,13.51,2.88,0.0,-21.08,11.64,12.01,10.58,0.68,1.79,CNY,2013
000801.SZ,36.58,1.19,5.16,17.3,10.4,7.02,8.19,8.09,3.39,1.8,CNY,2013
000802.SZ,-91.73,7.45,-4.46,44.57,0.0,13.54,6.8,6.32,-2.55,-6.46,CNY,2013
000803.SZ,45.54,10.7,29.32,31.4,26.56,31.02,28.44,25.69,3.05,-3.5,CNY,2013
000806.SZ,-1.19,5.18,7.7,23.66,0.0,-0.42,0.0,0.0,-17.78,-34.13,CNY,2013
000807.SZ,10.16,7.68,13.98,79.33,73.97,6.08,21.41,19.89,12.71,0.24,CNY,2013
000809.SZ,69.48,-0.05,-20.18,-28.91,0.0,-2.97,-1.99,-1.99,-0.84,0.31,CNY,2013
000810.KS,6.97,0.12,4.15,11.28,10.77,6.65,3.81,3.8,1.46,1.24,KRW,2013
000810.SZ,24.71,17.45,30.14,36.59,6.65,29.01,31.97,27.22,7.89,4.61,CNY,2013
000811.SZ,24.99,2.58,16.63,18.39,3.27,17.48,14.13,13.77,4.32,5.17,CNY,2013
000812.SZ,53.23,1.52,8.16,5.53,-3.08,11.46,8.8,8.67,1.77,1.09,CNY,2013
000813.SZ,-39.01,14.46,0.03,-16.02,0.0,12.92,18.63,16.28,-2.92,10.13,CNY,2013
000815.KS,5.25,0.12,4.15,11.28,11.57,6.65,3.81,3.8,1.46,1.24,KRW,2013
000815.SZ,-35.82,11.82,7.94,-3.47,-10.73,2.53,17.36,15.53,-7.53,0.37,CNY,2013
000816.SZ,-434.83,2.62,-8.76,-13.58,0.0,-4.99,2.64,2.57,-0.33,-2.4,CNY,2013
000818.SZ,155.7,-0.07,5.49,0.0,0.0,7.09,7.42,7.42,6.2,15.0,CNY,2013
000819.SZ,69.59,0.01,5.89,2.63,2.9,7.43,5.55,5.55,6.75,5.93,CNY,2013
000820.SZ,-108.69,10.21,-4.72,1.46,0.0,-7.09,-11.74,-10.66,-9.44,-1115.89,CNY,2013
000821.SZ,36.8,6.85,23.58,0.0,36.39,20.34,13.29,12.44,3.33,1.59,CNY,2013
000822.SZ,5.2,-0.03,9.43,0.0,0.0,2.69,8.44,8.44,16.34,10.34,CNY,2013
000823.SZ,14.6,2.59,7.28,8.43,11.08,8.94,9.71,9.46,4.92,4.97,CNY,2013
000825.SZ,-12.54,0.45,-0.8,-5.51,-14.89,-0.44,3.92,3.91,0.21,5.7,CNY,2013
000826.SZ,-4.81,0.92,11.41,-3.26,0.0,15.21,6.13,6.08,-5.17,-1.94,CNY,2013
000828.SZ,10.99,0.59,20.52,10.25,7.85,19.7,12.65,12.58,4.67,8.93,CNY,2013
000829.SZ,54.64,0.96,11.01,9.29,15.53,7.11,1.87,1.85,0.57,-0.93,CNY,2013
000830.SZ,9.56,3.08,11.88,18.93,25.72,7.54,13.35,12.95,9.83,10.37,CNY,2013
000831.SZ,124.01,0.12,9.27,5.23,6.87,1.78,1.46,1.46,12.32,5.52,CNY,2013
000833.SZ,14.76,9.52,13.33,0.0,0.0,19.31,16.76,15.3,6.36,3.31,CNY,2013
000835.SZ,-0.25,0.74,-49.59,37.87,32.06,-16.91,0.0,0.0,0.0,-388.65,CNY,2012
000836.SZ,-418.01,3.59,2.09,0.0,-2.33,1.47,6.01,5.8,0.46,2.53,CNY,2013
000837.SZ,46.3,11.1,13.76,0.0,0.0,15.78,13.95,12.56,3.43,-1.37,CNY,2013
000838.SZ,-10.69,6.33,28.36,19.03,0.0,20.24,10.83,10.19,-3.4,-0.21,CNY,2013
000839.SZ,-5.5,10.72,3.49,0.0,20.24,-7.17,-15.63,-14.11,-31.64,-0.31,CNY,2013
000848.SZ,15.59,-0.24,0.25,6.92,7.02,8.2,11.8,11.83,17.07,16.46,CNY,2013
000850.KS,2.09,0.0,1.19,14.45,10.7,4.61,4.62,4.62,7.95,3.32,KRW,2013
000850.SZ,159.97,-0.05,6.06,45.15,0.0,1.9,4.67,4.67,-2.67,1.93,CNY,2013
000851.SZ,149.88,5.32,1.13,15.58,-6.91,7.31,8.47,8.04,0.45,0.4,CNY,2013
000852.SZ,90.69,3.26,17.13,5.45,-10.39,17.44,10.97,10.62,0.52,0.32,CNY,2013
000856.SZ,98.22,0.69,9.69,-2.01,8.85,0.47,-2.67,-2.65,0.9,0.91,CNY,2013
000858.SZ,22.6,0.25,12.95,14.94,14.09,14.79,13.63,13.6,17.54,16.26,CNY,2013
000859.SZ,37.26,5.07,6.8,0.0,0.0,11.08,14.05,13.37,6.48,5.42,CNY,2013
000860.KS,22.87,36.58,7.71,-8.47,-36.01,8.48,5.67,4.15,1.26,4.75,KRW,2013
000860.SZ,-52.39,2.97,2.85,0.97,0.0,4.37,9.76,9.48,-3.52,2.62,CNY,2013
000861.SZ,-8.26,2.95,-6.48,-9.94,0.0,6.75,6.47,6.29,-4.66,-0.25,CNY,2013
000862.SZ,29.2,10.61,2.57,9.65,0.0,5.26,35.88,32.44,1.68,0.7,CNY,2013
000863.SZ,-331.93,3.41,-7.71,-15.13,-40.47,-1.7,10.37,10.03,0.09,-1.73,CNY,2013
000868.SZ,-18.7,0.5,-9.18,-4.32,24.53,-3.01,-33.43,-33.26,-8.1,-9.07,CNY,2013
000869.SZ,49.8,-0.08,-1.08,-8.18,-9.39,5.69,5.8,5.8,3.43,7.08,CNY,2013
000875.SZ,12.95,14.12,14.72,20.03,26.68,16.36,12.81,11.22,1.67,0.7,CNY,2013
000876.SZ,-94.47,1.71,8.24,10.64,0.0,18.56,9.41,9.25,-1.42,2.65,CNY,2013
000877.SZ,32.19,28.96,36.78,36.25,5.77,33.58,29.61,22.96,2.03,7.49,CNY,2013
000878.SZ,9.4,2.4,11.64,0.0,0.0,4.63,10.45,10.21,6.97,1.71,CNY,2013
000880.KS,0.66,-1.14,13.87,26.12,38.93,7.16,2.2,2.22,1.08,0.44,KRW,2013
000880.SZ,26.46,-0.04,4.5,4.75,15.3,6.46,4.7,4.7,2.86,1.73,CNY,2013
000881.SZ,26.03,13.21,14.85,20.78,1.77,7.72,16.47,14.55,3.74,2.81,CNY,2013
000882.SZ,-25.0,10.93,0.27,-6.45,0.0,-0.8,1.73,1.56,-1.55,-0.1,CNY,2013
000883.SZ,41.24,2.02,7.08,6.2,0.31,10.76,9.57,9.38,1.51,3.45,CNY,2013
000885.KS,0.74,-1.14,13.87,26.12,38.93,7.16,2.2,2.22,1.08,0.44,KRW,2013
000885.SZ,7.43,3.59,5.28,34.1,31.33,19.34,15.96,15.41,9.31,7.43,CNY,2013
000886.SZ,21.08,0.17,-11.26,10.8,7.17,0.55,1.13,1.12,7.69,4.59,CNY,2013
000887.SZ,18.16,2.12,15.18,8.46,8.34,19.85,19.67,19.26,5.32,7.1,CNY,2013
000888.SZ,-51.11,1.27,-6.97,0.0,0.0,5.33,3.96,3.91,-7.56,4.31,CNY,2013
000889.SZ,-22.19,4.61,-3.59,0.0,0.0,-3.09,-15.29,-14.62,-6.71,-14.97,CNY,2013
00088K.KS,0.33,-1.14,13.87,26.12,38.93,7.16,2.2,2.22,1.08,0.44,KRW,2013
000890.KS,-24.49,13.83,-3.02,0.0,0.0,-4.01,5.34,4.69,-1.93,-9.76,KRW,2013
000890.SZ,-236.36,-0.03,-8.89,-10.6,-25.46,-6.06,-33.58,-33.59,0.03,-2.18,CNY,2013
000892.SZ,749.15,9.99,55.89,0.0,0.0,94.24,87.24,79.32,0.33,-1.93,CNY,2013
000893.SZ,10.56,9.01,-11.17,36.4,23.06,8.41,28.12,25.8,32.26,7.24,CNY,2013
000895.SZ,14.97,0.52,3.77,4.45,3.71,7.04,4.79,4.76,15.98,20.68,CNY,2013
000897.SZ,14.85,0.0,-6.27,16.74,0.0,0.15,5.88,5.88,3.19,0.27,CNY,2013
000898.SZ,-18.04,-0.32,6.35,0.0,-15.99,0.48,2.37,2.38,0.17,6.93,CNY,2013
000899.SZ,521.69,5.7,5.09,-15.83,-37.44,7.56,11.41,10.8,0.09,1.98,CNY,2013
0008.HK,0.0,0.69,-100.0,-100.0,-100.0,7.33,5.36,5.32,0.0,0.0,HKD,2013
000900.SZ,13.77,0.55,28.17,10.13,-2.96,15.29,7.79,7.75,1.74,4.91,CNY,2013
000901.SZ,249.89,4.21,17.68,11.21,-4.84,20.01,19.89,19.08,0.57,1.24,CNY,2013
000902.SZ,9.94,10.39,27.69,106.04,0.0,32.52,55.43,50.21,8.46,9.24,CNY,2013
000903.SZ,-3.69,3.87,7.16,0.0,0.0,10.26,5.43,5.22,-12.05,0.51,CNY,2013
000905.SZ,20.99,2.51,18.48,10.97,-5.57,12.38,8.42,8.21,2.25,1.12,CNY,2013
000906.SZ,5.64,3.09,26.26,30.06,30.7,21.97,19.81,19.22,3.9,3.02,CNY,2013
000908.SZ,-21.17,12.33,19.65,0.0,0.0,17.78,48.91,43.54,-8.19,-6.88,CNY,2013
000909.SZ,-7.82,4.86,-4.33,4.44,0.0,-0.91,8.66,8.26,-8.61,0.31,CNY,2013
000910.KS,-40.68,0.49,8.33,-4.64,9.72,3.52,-5.73,-5.7,-2.45,-7.49,KRW,2013
000910.SZ,10.9,0.5,-1.18,1.09,13.31,0.97,11.1,11.05,4.71,9.83,CNY,2013
000911.SZ,-9.25,3.63,-4.75,26.39,0.0,-1.15,-32.33,-31.19,-9.73,-16.66,CNY,2013
000912.SZ,18.22,11.8,7.08,32.95,0.0,-2.72,13.83,12.37,3.57,4.83,CNY,2013
000913.SZ,19.59,0.11,6.2,32.23,46.28,5.64,5.07,5.06,6.56,2.94,CNY,2013
000915.SZ,8.09,0.0,8.81,13.52,23.15,12.76,14.43,14.43,22.26,9.75,CNY,2013
000917.SZ,23.8,3.63,-3.43,2.45,-4.74,0.46,0.77,0.75,2.53,0.3,CNY,2013
000918.SZ,-0.97,-0.7,-20.35,0.0,0.0,-11.76,0.0,0.0,-9.84,-7.94,CNY,2013
000919.SZ,37.5,-0.0,0.28,-9.13,-4.21,3.6,3.47,3.47,2.47,5.25,CNY,2013
000920.SZ,31.08,-0.21,-4.84,3.39,9.52,1.88,5.56,5.58,5.37,4.72,CNY,2013
000921.SZ,9.71,0.16,13.16,18.55,10.45,18.56,17.26,17.23,5.72,6.19,CNY,2013
000922.SZ,19.91,-1.15,3.29,35.64,48.63,9.6,8.95,9.06,5.65,8.18,CNY,2013
000923.SZ,11.87,14.17,33.6,0.0,60.71,29.31,37.12,32.52,6.51,4.67,CNY,2013
000925.SZ,223.05,1.88,6.83,0.0,0.0,10.1,12.46,12.23,1.15,0.94,CNY,2013
000926.SZ,31.76,3.26,7.86,2.92,-18.45,3.91,5.8,5.62,0.37,1.73,CNY,2013
000927.SZ,25.33,15.96,28.7,0.0,0.0,14.48,11.44,9.86,2.58,-6.64,CNY,2013
000928.SZ,18.54,11.47,33.01,0.0,0.0,32.54,37.47,33.62,2.38,2.84,CNY,2013
000929.SZ,-37.73,0.04,-12.51,0.0,0.0,-1.67,0.5,0.5,-3.59,-3.69,CNY,2013
000930.SZ,19.41,7.65,11.73,43.92,30.2,11.95,16.36,15.2,6.18,3.49,CNY,2013
000931.SZ,-331.62,1.23,-6.03,9.67,-19.79,-2.24,11.35,11.21,-0.94,1.85,CNY,2013
000932.SZ,5.83,5.63,12.23,29.06,49.23,6.01,19.4,18.37,5.54,8.81,CNY,2013
000933.SZ,4.19,1.93,5.81,33.06,55.99,3.75,4.08,4.01,13.71,2.51,CNY,2013
000935.SZ,16.39,2.31,-5.44,18.15,28.89,4.58,13.91,13.6,11.59,16.29,CNY,2013
000936.SZ,43.26,1.72,3.15,24.6,16.65,9.36,11.98,11.78,3.28,2.54,CNY,2013
000937.SZ,3.59,1.81,3.77,14.27,15.85,2.53,3.53,3.47,9.77,3.46,CNY,2013
000938.SZ,23.0,19.75,27.16,39.46,24.78,41.67,46.55,38.88,6.64,6.37,CNY,2013
000948.SZ,48.54,2.84,16.57,30.38,30.91,16.15,6.27,6.09,1.43,2.35,CNY,2013
000949.SZ,-10.1,6.55,9.29,0.0,0.0,11.19,13.72,12.88,-3.99,1.96,CNY,2013
000950.KS,0.55,0.0,-9.07,0.0,73.34,-5.87,0.89,0.89,22.14,-2.5,KRW,2013
000950.SZ,9.83,10.11,39.29,69.26,47.72,27.22,17.84,16.2,1.72,3.08,CNY,2013
000951.SZ,31.05,2.67,3.34,0.32,0.89,9.06,14.42,14.05,1.57,4.18,CNY,2013
000952.SZ,-786.72,2.17,5.63,0.0,36.82,5.3,8.57,8.39,2.17,8.5,CNY,2013
000953.SZ,-19.24,2.65,-16.25,-26.34,0.0,-20.21,-19.39,-18.89,-38.61,-47.46,CNY,2013
000955.SZ,-18.73,0.08,15.66,-23.91,10.22,0.54,0.34,0.34,-13.15,-5.48,CNY,2013
000957.SZ,44.83,2.5,5.65,10.11,-2.82,12.46,14.33,13.98,1.1,0.11,CNY,2013
000958.SZ,17.64,27.62,26.68,0.0,-14.58,39.8,43.57,34.14,3.25,2.24,CNY,2013
000959.SZ,174.68,10.88,32.71,0.0,0.0,27.77,23.61,21.3,1.08,1.98,CNY,2013
000960.SZ,50.01,5.13,10.07,0.0,0.0,5.5,9.76,9.28,4.06,3.39,CNY,2013
000961.SZ,-0.61,3.1,13.88,0.0,0.0,18.79,7.17,6.95,-3.15,0.5,CNY,2013
000962.SZ,32.89,-0.05,-11.2,10.66,54.01,-9.15,-5.27,-5.27,8.91,3.09,CNY,2013
000963.SZ,30.78,1.23,9.46,12.45,16.33,16.86,24.56,24.27,9.68,13.2,CNY,2013
000965.SZ,354.33,4.2,12.24,11.56,-22.9,10.33,8.55,8.2,0.18,0.96,CNY,2013
000966.SZ,58.38,10.62,7.61,-9.44,-17.91,11.95,21.46,19.4,0.42,2.38,CNY,2013
000967.SZ,37.02,21.88,18.28,38.86,3.2,31.73,40.71,33.4,2.4,5.7,CNY,2013
000968.SZ,14.3,7.33,2.04,0.0,23.23,-0.27,7.25,6.75,4.96,6.65,CNY,2013
000969.SZ,38.52,1.95,7.54,6.78,16.11,4.24,4.7,4.61,2.97,-0.54,CNY,2013
000970.KS,13.38,0.0,4.46,3.93,10.55,2.73,5.23,5.23,2.9,4.54,KRW,2013
000970.SZ,20.7,1.24,11.53,10.3,9.26,8.97,4.95,4.89,7.33,4.11,CNY,2013
000971.SZ,-2.91,8.28,19.33,47.27,37.0,26.69,28.9,26.69,-46.98,-79.74,CNY,2013
000972.SZ,47.73,0.06,-5.22,0.0,0.0,-12.36,8.49,8.49,3.17,-30.11,CNY,2013
000973.SZ,30.26,-0.23,-1.5,4.12,6.42,-1.3,2.95,2.96,3.19,2.36,CNY,2013
000975.SZ,29.88,3.42,34.2,20.25,6.78,14.48,12.71,12.29,12.3,14.4,CNY,2013
