GrPetYear,pe,shr,rvn,opInm,eps,tAssts,tEqu,bvps,ROtA,5meanROtA,cur,old
STZ,-146.45,-0.29,7.65,1.72,0.0,6.24,6.0,6.01,-0.02,15.78,USD,2014
STZB,0.0,-53.74,34.25,0.0,0.0,16.7,18.92,40.89,0.0,22.18,USD,2011
STZ-B,45.97,-1.7,7.65,0.0,-8.37,6.24,6.0,6.1,0.58,16.36,USD,2014
STZHF,3.31,-8.44,23.44,203.01,265.43,25.24,46.16,50.41,31.92,17.29,CAD,2019
SU,6.17,-0.86,4.4,8.5,10.75,0.86,-0.5,-0.5,11.2,3.72,CAD,2013
SUAC,90.84,-25.0,-100.0,-100.0,-100.0,1.0,0.82,1.09,0.78,0.39,USD,2021
SUAC-UN,64.66,-66.67,-100.0,393.04,-1184.51,1.0,0.82,2.46,0.78,0.36,USD,2021
SUAC-WT,0.18,-66.67,-100.0,393.04,-1190.14,1.0,6.8,20.41,0.78,0.36,USD,2021
SUBC.OL,176.2,-2.7,-2.24,-13.92,-21.33,-4.34,-5.04,-5.18,0.54,-0.2,USD,2013
SUBCY,177.25,-2.7,-2.24,-12.49,-21.33,-4.34,-5.04,-5.18,0.54,-0.2,USD,2013
SUBEXLTD.NS,-31.88,-100.0,-2.19,0.0,-100.0,-4.79,13.01,13.01,3.6,-2.1,INR,2014
SUBEX.NS,0.0,20.89,-3.06,-5.48,0.0,-4.94,10.52,8.71,0.0,0.02,INR,2011
SUBROS.NS,59.45,-100.0,10.14,3.74,-100.0,5.99,12.45,12.45,2.54,5.02,INR,2014
SUC.BK,7.73,0.03,-0.13,0.0,1.61,2.26,2.84,2.84,4.23,4.95,THB,2013
SUCR.BR,-486.88,0.1,-100.0,-17.59,0.0,-53.37,0.0,0.0,0.0,-8063.36,EUR,2010
SUDARSCHEM.NS,75.85,-0.06,8.22,1.03,2.81,11.09,13.22,13.22,5.23,6.67,INR,2014
SUD.AX,0.0,29.54,-26.09,10.56,-22.32,1.02,2.79,2.15,0.0,-367.35,AUD,2012
SUGR,7.2,-100.0,-1.57,-3.61,-100.0,0.36,2.37,2.37,0.0,-0.06,USD,2009
SUH.AX,-1.76,31.97,-100.0,-2.34,-32.14,-42.82,0.0,0.0,-1282.75,-746.59,AUD,2013
SUHJY,10.9,1.04,4.18,-3.58,-5.92,5.17,5.06,5.01,3.19,5.79,HKD,2013
SUH.L,-95.0,3.35,0.24,9.8,-25.87,4.49,4.89,4.74,-0.29,-2.09,GBP,2013
SUI,76.09,15.07,24.71,23.88,23.02,26.92,39.9,34.67,1.54,1.76,USD,2013
SUIC,178.39,133.4,-21.93,-7.27,-54.46,-18.45,-100.0,-42.84,-17.51,-2.66,USD,2013
SUI.JO,7.55,4.73,1.05,2.86,-3.74,0.4,0.67,0.64,6.01,0.41,ZAR,2013
SUJANAUNI.NS,0.0,1.03,-35.04,0.0,0.0,-1.17,0.0,0.0,0.0,0.0,INR,2012
SUKHJITS.NS,10.3,0.63,11.87,12.91,14.21,9.76,10.85,10.79,8.58,4.86,INR,2013
SUL.AX,11.05,1.47,6.47,12.41,8.4,7.84,6.5,6.4,11.75,13.6,AUD,2013
SULI.JK,0.86,3.08,16.8,0.0,0.0,-2.47,0.0,0.0,61.35,5.1,USD,2013
SUM,15.39,19.49,11.36,0.0,0.0,14.57,24.14,20.2,8.92,2.83,USD,2013
SUME,4.37,13.11,53.27,13.69,12.18,46.0,-8.12,-7.18,-16.45,-15.27,USD,2012
SUMEETINDS.NS,-0.35,3.14,-1.9,0.0,0.0,-7.3,0.0,0.0,-0.85,-4.8,INR,2014
SUMICHEM.NS,43.84,-100.0,24.34,29.7,-100.0,28.77,34.82,34.82,14.27,10.9,INR,2016
SUMIT.NS,13.37,-100.0,20.48,9.29,-100.0,9.14,7.76,7.76,-1.07,3.15,INR,2014
SUMMITSEC.NS,25.33,-0.0,14.23,15.04,12.52,32.23,31.1,31.1,0.99,10.72,INR,2014
SUM.NZ,8.4,0.78,20.27,25.54,24.74,23.96,25.6,25.4,4.61,7.35,NZD,2013
SUMO,-11.69,9.1,34.69,31.26,20.03,50.27,0.0,0.0,-25.78,-10.83,USD,2018
SUMO.L,47465.24,1.93,27.4,25.96,0.0,45.14,0.0,0.0,0.0,1.9,GBP,2014
SUMR,-8.91,0.91,-5.85,-44.61,-29.92,-4.67,-23.86,-23.65,0.0,-4.74,USD,2012
SUMXF,5.16,-2.48,12.44,44.13,63.37,13.19,17.58,18.03,16.01,10.11,CAD,2019
SUN,9.07,16.23,21.4,31.37,14.4,37.45,-100.0,-86.04,10.23,-0.67,USD,2013
SUN.AX,25.04,0.75,-1.59,5.08,3.52,1.16,-1.01,-1.0,0.67,1.05,AUD,2013
SUN.BK,22.33,5.28,8.21,11.87,20.24,6.71,67.33,63.96,8.29,6.55,THB,2015
SUNCLAYLTD.NS,35.07,0.19,-15.4,-2.99,7.4,27.07,12.52,12.5,2.62,2.33,INR,2014
SUND,-2.1,-0.3,-100.0,6.59,43.83,-100.0,-100.0,-100.31,-891.22,-6131.41,USD,2014
SUNDARAM.NS,506.44,9.14,-10.4,-7.21,5.72,-6.76,-1.18,-1.08,2.84,-7.73,INR,2013
SUNDARMFIN.NS,22.18,-100.0,2.5,-100.0,-100.0,9.93,13.86,13.86,2.46,2.25,INR,2014
SUNDARMHLD.NS,66.86,-100.0,42.82,89.3,-100.0,116.94,119.48,119.48,0.6,6.72,INR,2016
SUNDRMBRAK.NS,-29.09,0.0,4.13,-5.72,-0.97,1.35,-0.15,-0.15,-0.2,1.73,INR,2014
SUNDRMFAST.NS,52.74,0.0,8.42,15.75,16.95,8.81,15.86,15.86,10.68,11.69,INR,2014
SUNE,0.0,3.66,9.39,0.0,0.0,32.22,-11.67,-11.26,0.0,0.0,USD,2005
SUNFLAG.NS,3.04,1.18,9.16,16.9,53.09,15.9,23.41,23.14,8.58,8.69,INR,2014
SUNL,-0.05,40.25,19.0,0.0,0.0,14.06,-14.47,-10.31,-387.02,-170.58,USD,2020
SUN.L,63.6,9.63,3.18,-28.92,-19.01,-3.07,-3.07,-2.8,2.87,-1.39,GBP,2013
SUNPHARMA.NS,29.57,-100.0,11.63,4.18,-100.0,11.89,13.08,13.08,6.5,5.54,INR,2014
SUNS,19.7,6.0,-2.94,3.2,-7.55,11.39,3.99,3.77,0.0,2.92,USD,2012
SUN.SW,92.42,0.12,-0.29,-3.17,-18.21,0.19,-8.75,-8.74,0.77,2.98,CHF,2013
SUNTECK.NS,2936.42,1.8,-9.89,-11.71,-41.57,10.87,19.82,19.47,0.41,3.93,INR,2014
SUNTV.NS,10.71,-0.0,6.05,9.16,9.6,12.33,12.96,12.96,19.33,22.21,INR,2014
SUNW,-1.51,48.65,-100.0,43.68,-20.87,138.98,0.0,0.0,-34.21,-39.35,USD,2013
SUOPY,7.71,3.46,8.79,38.37,30.63,6.81,14.42,13.94,7.94,8.45,JPY,2013
SUP,4.25,0.02,8.46,12.27,-33.9,6.31,-9.46,-9.46,3.76,-1.79,USD,2013
SU.PA,0.0,-100.0,4.22,5.33,-100.0,5.2,4.44,4.44,12.95,12.02,EUR,2013
SUP.AX,0.0,27.76,-100.0,0.73,-21.13,-4.03,0.33,0.26,0.0,-274.94,AUD,2011
SUPER.BK,21.07,15.36,67.33,0.0,12.52,68.97,44.75,38.8,0.86,2.38,THB,2013
SUPERHOUSE.NS,7.84,-0.0,-0.24,-4.33,-2.23,4.07,8.34,8.34,4.44,3.12,INR,2014
SUPERSPIN.NS,-1.83,-0.01,-18.31,0.0,0.0,-5.95,2.58,2.58,-0.74,-5.68,INR,2014
SUPGF,-0.78,8.33,-0.87,5.91,0.0,0.1,1.54,1.42,-14.58,-5.6,USD,2019
SUP.L,9.67,0.97,15.75,24.32,33.72,11.98,33.84,33.51,24.85,20.91,GBP,2018
SUPN,30.39,7.62,56.25,0.0,0.0,35.44,43.92,40.81,6.88,10.59,USD,2013
SUPPETRO.NS,13.11,-0.33,9.34,30.8,40.82,9.01,19.36,19.42,29.12,12.24,INR,2012
SUPP.L,-0.74,5.83,41.95,41.03,33.62,-15.03,-15.01,-14.18,-68.84,-16.21,GBP,2015
SUPRAJIT.NS,39.76,1.61,19.71,13.14,11.19,20.45,21.99,21.64,10.8,11.2,INR,2014
SUPR.CN,-1.09,37.23,-100.0,12.78,-19.1,-27.62,-28.27,-20.6,-2357.95,-904.06,CAD,2013
SUPREMEENG.NS,-5.92,0.0,2.38,-9.66,0.0,12.43,18.14,18.14,0.0,2.21,INR,2013
SUPREMEIND.NS,46.94,-100.0,11.85,10.56,-100.0,12.13,19.6,19.6,18.99,15.37,INR,2014
SUPREMEINF.NS,-0.04,4.88,-27.85,0.0,0.0,3.59,0.0,0.0,-63.26,-56.67,INR,2013
SUPRIYA.NS,22.08,33.24,13.49,19.97,-7.78,34.18,65.25,48.97,18.76,19.47,INR,2019
SUPR.JK,43.37,3.8,9.42,19.27,14.51,4.77,8.0,7.7,9.79,-4.63,IDR,2013
SUPR.L,6.37,51.66,-100.0,-100.0,116.57,61.13,68.73,45.32,6.1,4.09,GBP,2018
SUPV,-17.57,18.79,51.48,90.21,0.0,50.67,59.87,50.4,-0.75,-0.97,ARS,2013
SUP.V,422.05,17.97,-100.0,1.1,0.0,10.82,9.17,7.77,3.24,-3.26,CAD,2013
SURANASOL.NS,46.46,-100.0,-11.68,-6.94,-100.0,-5.87,3.43,3.43,1.5,1.28,INR,2014
SURANAT&P.NS,28.64,3.0,3.19,8.67,16.21,4.84,7.58,7.36,5.05,2.2,INR,2013
SUR.DE,19.67,3.11,7.08,4.21,-1.46,3.47,3.57,3.46,3.91,3.74,EUR,2013
SURE.CN,-3.55,-100.0,-100.0,-100.0,-100.0,-29.0,-31.55,-31.55,-162.97,-162.97,CAD,2022
SURE.JK,-27.08,0.0,11.43,0.0,26.24,27.89,0.0,0.0,-8.49,-4.6,IDR,2015
SURE.L,2.61,8.8,0.0,0.0,0.0,24.06,26.27,24.15,28.16,6.1,GBP,2019
SURF,-0.6,19.3,28.6,22.84,4.38,8.48,27.67,23.2,-40.84,-14.78,USD,2016
SURG,16.6,105.77,252.38,0.0,-48.49,184.39,0.0,0.0,-0.51,-111.91,USD,2013
SURGW,6.05,-100.0,252.38,0.0,-100.0,184.39,0.0,0.0,-0.51,-111.91,USD,2013
SUR.JO,16.17,-0.23,15.51,1.88,-0.74,4.78,3.91,3.92,17.73,21.85,ZAR,2013
SUR.L,18.51,0.69,4.09,14.49,15.36,9.01,19.17,19.03,9.8,-8.86,GBP,2013
SURYALAXMI.NS,9.28,-100.0,2.16,0.58,-100.0,-1.58,-1.74,-1.74,4.6,0.55,INR,2014
SURYAROSNI.NS,12.45,2.43,11.38,12.26,20.0,4.42,10.26,10.01,7.02,4.93,INR,2014
SURYODAY.NS,22.64,-100.0,32.85,-100.0,-100.0,35.54,24.1,24.1,-0.82,0.81,INR,2018
SUSCO.BK,8.34,-0.95,4.21,0.0,11.32,4.6,3.97,4.01,5.23,5.42,THB,2013
SUSE.DE,-88.09,997.62,20.81,10.39,-92.09,11.18,24.67,2.25,-5.71,-19.54,USD,2020
SUS.L,8.25,0.23,5.24,-100.0,10.5,16.31,13.95,13.92,11.23,9.01,GBP,2014
SUS.ST,53.67,11.13,50.4,91.84,77.83,88.64,115.54,103.97,20.79,3.43,SEK,2015
SUTHA.BK,12.93,3.25,6.33,-3.98,-4.41,12.02,10.71,10.37,4.45,5.9,THB,2013
SUTLEJTEX.NS,21.8,-0.02,5.61,-2.59,-13.04,7.46,10.16,10.17,5.75,3.76,INR,2014
SUTNY,10.0,-0.48,1.69,-100.0,4.61,5.71,3.19,3.21,0.26,0.25,JPY,2014
SU.TO,6.17,-0.86,3.83,8.62,10.75,0.86,-0.5,-0.5,11.2,3.72,CAD,2013
SUUIF,-20.25,8.74,5.81,-16.68,0.0,7.16,2.17,2.0,-3.89,1.75,CAD,2019
SUULD.NS,0.17,14.43,-100.0,554.1,504.65,98.57,81.66,71.36,31.24,7.55,INR,2013
SUVEN.NS,-9.55,4.81,-33.19,0.0,0.0,-2.46,3.97,3.78,-105.19,-17.45,INR,2014
SUVENPHAR.NS,30.11,-0.02,38.31,36.54,39.31,25.87,30.94,30.94,24.19,22.43,INR,2019
SUVIDHAA.NS,-44.14,-0.89,10.68,-13.89,0.0,30.78,0.0,0.0,-2.48,0.55,INR,2018
SUWN,-0.07,1.94,15.29,-0.76,0.11,-2.13,-13.93,-13.67,-17.16,-13.1,USD,2013
SUW.WA,27.96,0.0,8.68,11.79,18.87,6.53,8.41,8.41,8.72,7.65,PLN,2013
SUY1V.HE,-10.82,1.76,1.46,0.0,-4.11,4.12,7.13,7.01,-4.36,0.84,EUR,2013
SUZ,3.15,2.26,27.27,42.59,0.0,19.33,13.37,13.07,19.86,1.57,BRL,2013
SUZB3.SA,3.15,2.26,27.27,41.53,0.0,19.33,13.37,13.07,19.86,1.57,BRL,2013
SUZLON.NS,6.69,16.68,-12.71,0.0,0.0,-17.24,0.0,0.0,2.86,-2.73,INR,2014
SV,37.18,0.0,-100.0,1083.21,-7020.24,-0.44,-13.47,-13.47,0.0,1.63,USD,2020
SVA,7.3,8.28,39.94,15.39,18.72,57.21,60.16,55.56,0.63,17.16,USD,2013
SVA.AX,0.0,61.17,-100.0,-100.0,-100.0,-22.17,0.0,0.0,0.0,-162.0,AUD,2010
SVAC,-2347.35,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-0.05,USD,2020
SVACU,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-0.05,USD,2020
SVA.TO,-9.75,9.28,-100.0,31.44,21.28,26.69,25.83,23.64,-47.22,-87.06,CAD,2013
SVAV.ME,1.21,-0.55,3.8,-3.32,-2.26,5.1,4.2,4.23,0.0,0.74,RUB,2012
SVBI,25.06,2.78,2.87,-100.0,-9.51,-41.19,6.9,6.71,0.0,14.92,USD,2004
SVB.JO,21.76,-2.58,2.85,2.82,2.98,8.72,8.63,8.86,5.34,7.8,ZAR,2013
SVBL,-3.73,6.95,-100.0,0.0,-14.95,-16.91,-17.16,-16.05,-256.97,-122.91,USD,2013
SVBLD,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-82.86,USD,2020
SVB.TO,-3.88,6.95,-100.0,0.0,-14.95,-16.91,-17.16,-16.05,-256.97,-89.43,USD,2013
SVC,116.4,2.02,1.96,-4.52,0.0,2.55,-8.49,-8.32,-1.87,0.69,USD,2013
SVCT.L,0.0,-100.0,0.0,36.78,-100.0,8.83,9.78,9.78,-14.74,0.41,GBP,2013
SVD.AX,0.0,69.7,-100.0,19.2,-35.84,10.46,10.0,5.89,0.0,-17.54,AUD,2011
SVED-B.ST,7.75,5.31,19.47,28.25,21.81,26.73,21.0,19.94,12.61,10.94,SEK,2013
SVE.DE,-9.61,0.1,0.0,58.29,55.79,16.22,16.84,16.82,-8.85,-3.65,EUR,2013
SVEG.OL,3.75,12.33,6.54,-100.0,8.24,7.78,11.63,10.35,1.07,0.94,NOK,2013
SVE.L,-0.73,3.93,-100.0,25.04,15.61,11.2,11.35,10.92,-88.4,-12.74,GBP,2013
SVE.V,-16.05,20.91,-100.0,55.68,39.97,86.41,89.42,73.95,-17.66,-13.52,CAD,2013
SVFA,8.03,0.0,-100.0,-100.0,-100.0,-2.0,-43.77,-43.77,0.0,5274.44,USD,2020
SVFAU,8.03,0.0,-100.0,-100.0,-100.0,-2.0,-43.77,-43.77,0.0,5274.44,USD,2020
SVFAW,0.0,0.0,-100.0,-100.0,-100.0,97900.81,-518759.9,-518759.9,0.0,5.06,USD,2020
SVFB,37.58,-100.0,-100.0,-100.0,-100.0,173075.71,3013786.88,3013786.88,0.0,-0.44,USD,2021
SVFC,-57.82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-2.01,USD,2021
SVFD,-0.02,56.92,16.92,20.64,-23.35,54.39,0.0,0.0,-87.57,-94.02,USD,2009
SVI.BK,10.22,-0.5,13.93,13.23,1.46,11.34,4.8,4.83,10.5,6.8,THB,2013
SVII,51.29,-99.98,-100.0,1904.87,-132100.0,38827.04,1840488.86,8932526624.17,0.6,-0.71,USD,2021
SVIIU,30.78,-100.0,-100.0,1904.87,-100.0,38827.04,1840488.86,1840488.86,1.31,-0.36,USD,2021
SVIIW,0.4,-100.0,-100.0,1904.87,-100.0,38827.04,1840488.86,1840488.86,1.31,-0.36,USD,2021
SVIK.ST,14.65,0.0,-2.26,27.0,0.0,-2.32,4.8,4.8,5.87,2.32,SEK,2013
SVIN,-1.04,-2.35,8.6,0.0,0.0,9.43,-1.67,-1.71,0.0,-0.1,USD,2003
SVI.TO,-60.16,30.96,55.68,67.29,18.43,62.4,57.96,44.26,-2.23,-2.67,CAD,2013
SVIX,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-1.52,-1.52,USD,2022
SVL.AX,-17.26,88.38,-100.0,29.95,-30.91,26.66,26.16,13.89,-11.43,-3.64,AUD,2013
SVM,27.21,0.52,7.52,10.73,0.0,4.2,3.78,3.76,6.2,8.97,USD,2014
SVM.AX,-13.84,22.12,-100.0,16.99,-3.84,12.3,12.09,9.9,-50.74,-44.0,AUD,2013
SVMB,-400.46,-24.68,-100.0,12.92,38.31,-53.68,0.0,0.0,-122931.43,-18217.23,USD,2016
SVMK,0.0,3.61,16.02,72.34,0.83,11.1,79.96,77.18,0.0,-41.44,USD,2016
SVM.L,-5.4,-0.02,-4.56,-100.0,-4.15,8.49,8.5,8.5,-10.43,8.16,GBP,2013
SVML.L,-14.8,22.12,-100.0,16.99,-3.84,12.3,12.09,9.9,-50.74,-44.0,AUD,2013
SVM.TO,27.15,0.52,7.52,10.73,0.0,4.2,3.78,3.76,6.2,8.97,USD,2014
SVNA,8.22,-100.0,-100.0,-100.0,-100.0,1.23,6.48,6.48,12.3,12.3,USD,2022
SVNAU,8.2,-100.0,-100.0,-100.0,-100.0,1.23,6.48,6.48,12.3,12.3,USD,2022
SVNAW,0.0,-100.0,-100.0,-100.0,-100.0,1.23,6.48,6.48,12.3,12.3,USD,2022
SVNDY,18.94,-100.0,8.58,4.54,-100.0,9.12,5.77,5.77,3.22,3.54,JPY,2014
SVN.IC,2609.64,0.41,5.76,19.16,22.03,19.98,15.36,15.3,13.34,14.85,USD,2018
SVNLY,7.97,0.21,3.43,-100.0,4.17,3.7,6.49,6.47,0.62,0.58,SEK,2013
SVNTF,-0.92,4.28,-100.0,13.84,30.01,26.51,-23.71,-22.74,-597.33,-259.0,CAD,2019
SVOA.BK,14.51,0.0,-0.3,-2.32,9.09,2.71,4.04,4.04,2.24,2.22,THB,2013
SVOK,-1842.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-0.06,USD,2020
SVOKU,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-0.06,USD,2020
SVOKW,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-0.06,USD,2020
SVOL-A.ST,-106.54,16.63,0.0,-100.0,0.0,20.83,21.15,18.14,-20.17,11.32,SEK,2013
SVOL-B.ST,-70.38,16.63,0.0,-100.0,0.0,20.83,21.15,18.14,-20.17,11.32,SEK,2013
SVON,0.0,-49.54,-100.0,-38.94,17.25,-40.68,-44.39,-87.97,0.0,-86.3,USD,2009
SVPGLOB.NS,-0.36,5.76,76.83,0.0,0.0,74.56,40.51,38.3,1.32,1.83,INR,2014
SVRA,-11.57,73.11,-100.0,6.77,-38.41,10.86,9.45,5.46,-30.16,-54.25,USD,2013
SVR.BK,17.92,0.0,1.83,28.83,21.47,21.61,13.68,13.68,0.0,5.66,THB,2020
SVRE,-0.78,-100.0,-100.0,34.75,-100.0,300.76,0.0,0.0,-57.68,-422.47,ILS,2018
SVREW,0.0,-100.0,-100.0,34.75,-100.0,300.76,0.0,0.0,-57.68,-422.47,ILS,2018
SVRS.WA,-11.27,-100.0,21.0,4.68,-100.0,18.51,17.82,17.82,-123.74,-94.79,USD,2015
SVS.AX,-21.82,-1.17,-23.45,-100.0,0.0,-5.55,0.87,0.88,-4.42,-13.7,AUD,2013
SVS.L,9.22,0.95,10.91,10.67,9.02,15.99,12.32,12.2,6.61,7.44,GBP,2013
SVSVU,0.0,-100.0,-100.0,1083.21,-7071.5,-0.44,-13.47,-13.47,0.0,1.63,USD,2020
SVSVW,0.0,0.0,-100.0,1083.21,-7071.5,99557083.05,-13.47,-13.47,0.0,-23920.97,USD,2020
SVT,-8.52,0.72,4.18,0.0,0.0,4.68,4.45,4.42,-4.67,5.82,USD,2013
SVT.BK,20.43,0.0,2.39,-5.83,-9.25,11.95,22.31,22.31,5.4,9.82,THB,2017
SVT.L,46.56,0.57,1.72,0.71,-12.82,4.91,-1.16,-1.15,-0.58,2.07,GBP,2014
SVU,0.0,2.61,-11.96,0.0,0.0,-14.31,-16.58,-16.16,0.0,1.29,USD,2009
SVVC,-0.07,-2.65,0.0,34.61,0.0,-18.97,-21.05,-21.62,-159.55,-18.11,USD,2013
SVW.AX,19.68,1.91,5.98,17.87,-2.2,10.24,1.8,1.77,3.9,7.47,AUD,2013
SVXY,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-11.02,-11.02,USD,2022
SVY.AX,-1.75,26.05,-100.0,39.28,10.89,-4.86,-6.72,-5.33,-220.99,-97.4,AUD,2014
SW1.AX,-2.02,73.28,93.8,18.36,0.0,37.34,0.0,0.0,-50.3,-64.78,AUD,2013
SW1.DE,0.0,-100.0,2.89,0.0,-100.0,7.73,4.95,4.95,-1.99,0.64,EUR,2013
SWA.DE,8.11,0.0,2.52,4.18,9.24,2.78,4.75,4.75,6.77,5.07,EUR,2013
SWAG,-30.59,10.23,24.82,0.0,0.0,67.25,303.64,275.46,-1.55,2.86,USD,2019
SWAGU,-400.02,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-0.86,USD,2021
SWAGW,-8.34,-100.0,24.82,0.0,-100.0,67.25,303.64,303.64,-1.55,2.86,USD,2019
SWANENERGY.NS,-113.18,-100.0,17.66,21.63,-100.0,23.19,20.36,20.36,-2.28,0.56,INR,2014
SWARAJENG.NS,20.84,-100.0,9.89,9.18,-100.0,5.39,5.58,5.58,23.85,22.74,INR,2014
SWAV,41.11,14.17,209.7,0.0,0.0,61.23,0.0,0.0,33.43,-28.21,USD,2017
SWBI,16.04,-2.89,-2.94,-11.87,-6.88,3.96,9.73,10.02,37.57,12.35,USD,2014
SWBK,-10644.72,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-11.03,USD,2020
SWBK-UN,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-11.03,USD,2020
SWBK-WT,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-11.03,USD,2020
SWC,0.0,3.16,1.55,0.0,0.0,6.87,6.61,6.41,0.0,0.0,USD,2007
SWC.BK,110.33,4.23,5.28,-9.95,-16.95,5.76,2.66,2.56,1.87,15.25,THB,2013
SWCH,209.45,40.8,14.27,-5.77,-37.51,28.52,2.47,1.76,0.0,0.41,USD,2015
SWDBY,8.29,0.2,4.33,-100.0,7.47,5.12,5.41,5.4,0.77,0.86,SEK,2013
SWEC-A.ST,22.03,2.52,12.83,15.71,15.03,15.45,22.35,21.8,13.27,14.58,SEK,2013
SWEC-B.ST,21.7,2.55,12.83,15.71,15.03,15.45,22.35,21.8,13.27,14.58,SEK,2013
SWED-A.ST,8.29,0.2,4.33,-100.0,7.47,5.12,5.41,5.4,0.77,0.86,SEK,2013
SWEF.L,0.0,-100.0,9.54,9.62,-100.0,7.06,6.5,6.5,6.72,5.79,GBP,2014
SWELECTES.NS,31.35,-1.63,8.44,0.0,8.86,6.02,1.67,1.69,2.52,1.64,INR,2014
SWET,8.34,0.0,-100.0,-100.0,-100.0,140622.76,1115080.7,1115080.7,0.0,0.86,USD,2020
SWETU,8.16,0.0,-100.0,-100.0,-100.0,140622.76,1115080.7,1115080.7,0.0,0.86,USD,2020
SWETW,0.0,0.0,-100.0,-100.0,-100.0,140622.76,1115080.7,1115080.7,0.0,0.86,USD,2020
SWF.AX,-5.58,16.2,-100.0,-100.0,-100.0,12.46,5.94,5.11,-45.95,-76.5,AUD,2017
SWF.DE,-80.75,-0.16,4.92,-2.65,-10.62,4.68,4.04,4.05,1.42,9.04,USD,2013
SWFR,0.0,11.63,330.76,160.57,133.96,1615.99,0.0,0.0,0.0,-24.41,USD,2014
SWGAY,0.0,-100.0,-1.33,-7.4,-100.0,1.99,2.61,2.61,5.87,5.4,CHF,2013
SWG.L,-39.95,39.27,-100.0,0.0,-34.42,52.57,47.94,34.42,-1.12,-35.51,GBP,2013
SWG.WA,6.14,-2.3,2.75,10.72,10.63,2.06,-1.53,-1.57,6.11,4.83,PLN,2013
SWH,19.11,-1.07,6.19,21.83,18.38,20.54,20.47,20.69,0.0,6.11,USD,2010
SWH.TO,0.0,-0.0,-21.37,0.0,0.0,-17.13,-11.18,-11.18,0.0,-36.16,USD,2011
SWI,-1.75,3.3,-0.24,-0.94,56.79,-7.78,0.0,0.0,-161.37,-30.28,USD,2017
SWIM,-22.26,-2.44,29.82,6.1,0.0,18.27,25.47,26.11,-1.33,-2.31,USD,2019
SWIM.CN,-0.84,-2.77,-100.0,565.97,493.1,-52.84,-58.64,-60.31,-235.17,-125.15,CAD,2021
SWIR,-72.96,2.1,1.96,0.0,37.06,1.83,-0.78,-0.77,0.0,-11.14,USD,2012
SWIS.CN,-1.74,1.33,80.26,93.98,90.62,62.75,65.04,64.19,0.0,-92.84,CAD,2018
SWJ,0.0,-0.99,6.19,15.19,23.42,16.96,13.46,13.6,0.0,7.45,USD,2010
SWK,-80.51,-0.16,4.92,2.99,-10.62,4.68,4.04,4.05,1.42,9.04,USD,2013
SWK.AX,0.0,1.92,1.13,-6.42,-9.13,-0.32,-1.8,-1.77,0.0,-0.56,AUD,2012
SWKH,14.54,13.43,22.98,14.16,-11.33,19.22,21.01,18.52,4.77,4.47,USD,2013
SWKS,15.29,-1.79,13.24,17.97,20.37,16.06,11.21,11.42,24.1,25.87,USD,2013
SWM,8.81,0.02,6.93,-0.67,0.51,11.76,3.24,3.24,0.0,10.24,USD,2012
SWMA.ST,35.28,-2.9,4.46,9.41,11.99,1.31,14.02,14.44,0.0,33.75,SEK,2012
SWM.AX,2.78,5.38,-1.31,19.25,0.0,-13.04,-23.28,-22.09,31.78,8.46,AUD,2013
SWN,0.97,13.68,18.04,22.27,-2.04,5.41,1.99,1.75,14.3,0.05,USD,2013
SWNC,0.0,36.8,28.84,25.11,2.45,60.98,-100.0,-73.1,0.0,14.37,USD,2003
SWN.DE,32.92,-3.16,3.35,-3.21,-0.65,6.93,4.27,4.41,1.57,6.39,USD,2013
SWON.SW,0.0,-100.0,-16.86,-7.12,-100.0,23.64,27.39,27.39,-2.06,4.99,CHF,2016
SW.PA,20.39,-0.32,1.55,2.91,5.6,5.79,4.57,4.58,5.1,5.34,EUR,2013
SWP.PA,3.63,0.41,10.99,10.08,24.69,-0.68,-3.82,-3.81,66.29,38.22,EUR,2013
SWP.TO,82.71,3.58,14.13,25.67,0.44,24.28,10.42,10.06,1.09,3.74,CAD,2013
SWRAY,8.51,-5.56,6.57,-3.75,-11.95,2.47,1.79,1.9,1.49,3.63,HKD,2013
SWRBY,1.4,-5.56,6.57,-3.75,-11.95,2.47,1.79,1.9,1.49,3.63,HKD,2013
SWRM.CN,-0.06,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-415.35,-415.35,CAD,2022
